num,title,units,lectures,sections,department
94850,The Science of Growth,6.0,"[{'times': [{'days': [1], 'begin': '06:00PM', 'end': '08:50PM', 'building': 'HBH', 'room': '1002', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Ammirati']}]",[],Heinz College Wide Courses
94854,Developing as a Leader,6.0,"[{'times': [{'days': [4], 'begin': '06:00PM', 'end': '08:50PM', 'building': 'HBH', 'room': '1202', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Lassman']}]",[],Heinz College Wide Courses
94872,Muslims in a Global Context:  Muslim Migrations:  Pre-Modern Era,3.0,"[{'times': [{'days': [5], 'begin': '05:00PM', 'end': '08:20PM', 'building': 'PH', 'room': '100', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [6], 'begin': '08:30AM', 'end': '06:20PM', 'building': 'PH', 'room': '100', 'location': 'Pittsburgh, Pennsylvania'}, {'days': [0], 'begin': '09:00AM', 'end': '01:20PM', 'building': 'PH', 'room': '100', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Mozisek']}]",[],Heinz College Wide Courses
94873,Designing Civic Conversations,12.0,"[{'times': [{'days': [1, 3], 'begin': '11:30AM', 'end': '01:20PM', 'building': 'MM', 'room': '215', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Arnold Mages']}]",[],Heinz College Wide Courses
94874,Design Thinking for Complex Systems,6.0,"[{'times': [{'days': [1, 3], 'begin': '12:00PM', 'end': '01:20PM', 'building': 'MM', 'room': '121', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A1', 'instructors': ['Ansari']}]",[],Heinz College Wide Courses
94899,Apprenticeship,0-24,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Jordan']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Instructor TBA']}]",[],Heinz College Wide Courses
79050,Study Abroad,0.0,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Instructor TBA']}]",[],History
79104,"The Best Worst Form of Government,  Democracy through the Ages",9.0,"[{'times': [{'days': [1, 3], 'begin': '12:30PM', 'end': '01:20PM', 'building': 'PH', 'room': '100', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'Lec 1', 'instructors': ['Law']}, {'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '02:20PM', 'building': 'PH', 'room': '100', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'Lec 2', 'instructors': ['Law']}, {'times': [{'days': [1, 3], 'begin': '12:30PM', 'end': '01:20PM', 'building': 'WEH', 'room': '4625', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'Lec 3', 'instructors': ['Roszman']}, {'times': [{'days': [1, 3], 'begin': '10:30AM', 'end': '11:20AM', 'building': 'PH', 'room': 'A18B', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'Lec 4', 'instructors': ['Roszman']}, {'times': [{'days': [0], 'begin': '10:30AM', 'end': '11:20AM', 'building': 'CMB', 'room': '1202', 'location': 'Doha, Qatar'}], 'name': 'Lec 6', 'instructors': ['Reilly']}]","[{'times': [{'days': [5], 'begin': '12:30PM', 'end': '01:20PM', 'building': 'DH', 'room': '1212', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Grant']}, {'times': [{'days': [5], 'begin': '12:30PM', 'end': '01:20PM', 'building': 'WEH', 'room': '5421', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Tallaksen']}, {'times': [{'days': [5], 'begin': '12:30PM', 'end': '01:20PM', 'building': 'PH', 'room': '226C', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'C', 'instructors': ['Koerber']}, {'times': [{'days': [5], 'begin': '12:30PM', 'end': '01:20PM', 'building': 'PH', 'room': 'A18C', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'D', 'instructors': ['Katz']}, {'times': [{'days': [5], 'begin': '12:30PM', 'end': '01:20PM', 'building': 'PH', 'room': 'A22', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'E', 'instructors': ['Sommer']}, {'times': [{'days': [5], 'begin': '09:30AM', 'end': '10:20AM', 'building': 'BH', 'room': '235A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'F', 'instructors': ['Katz']}, {'times': [{'days': [5], 'begin': '10:30AM', 'end': '11:20AM', 'building': 'WEH', 'room': '5312', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'G', 'instructors': ['Koerber']}, {'times': [{'days': [5], 'begin': '11:30AM', 'end': '12:20PM', 'building': 'WEH', 'room': '5310', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'H', 'instructors': ['Tallaksen']}, {'times': [{'days': [5], 'begin': '01:30PM', 'end': '02:20PM', 'building': 'PH', 'room': 'A21', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'I', 'instructors': ['Sommer']}, {'times': [{'days': [5], 'begin': '01:30PM', 'end': '02:20PM', 'building': 'SH', 'room': '208', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'L', 'instructors': ['Grunewald']}, {'times': [{'days': [5], 'begin': '01:30PM', 'end': '02:20PM', 'building': 'PH', 'room': 'A22', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'M', 'instructors': ['Kittner']}, {'times': [{'days': [5], 'begin': '01:30PM', 'end': '02:20PM', 'building': 'BH', 'room': '235B', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'N', 'instructors': ['Pettler']}, {'times': [{'days': [5], 'begin': '01:30PM', 'end': '02:20PM', 'building': 'BH', 'room': '237B', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'O', 'instructors': ['Liu']}, {'times': [{'days': [5], 'begin': '10:30AM', 'end': '11:20AM', 'building': 'DH', 'room': '2122', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'Q', 'instructors': ['Liu']}, {'times': [{'days': [5], 'begin': '12:30PM', 'end': '01:20PM', 'building': 'CFA', 'room': '102', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'T', 'instructors': ['Pettler']}, {'times': [{'days': [5], 'begin': '12:30PM', 'end': '01:20PM', 'building': 'WEH', 'room': '4625', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'U', 'instructors': ['Roszman']}, {'times': [{'days': [5], 'begin': '10:30AM', 'end': '11:20AM', 'building': 'PH', 'room': 'A18B', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'V', 'instructors': ['Roszman']}, {'times': [{'days': [2, 4], 'begin': '10:30AM', 'end': '11:20AM', 'building': 'CMB', 'room': '2052', 'location': 'Doha, Qatar'}], 'name': 'W', 'instructors': ['Reilly']}, {'times': [{'days': [2, 4], 'begin': '10:30AM', 'end': '11:20AM', 'building': 'CMB', 'room': '2147', 'location': 'Doha, Qatar'}], 'name': 'X', 'instructors': ['JACOBSON']}, {'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '03:50PM', 'building': 'CMB', 'room': '2147', 'location': 'Doha, Qatar'}], 'name': 'Y', 'instructors': ['JACOBSON']}]",History
79198,Research Training History,9.0,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Tetrault']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Instructor TBA']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'C', 'instructors': ['Phillips']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'E', 'instructors': ['Instructor TBA']}]",[],History
79200,Documenting the 1967 Arab-Israeli War,9.0,"[{'times': [{'days': [1, 3], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'BH', 'room': '235B', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Eisenberg']}]",[],History
79211,Introduction to Southeast Asia,9.0,"[{'times': [{'days': [1, 3, 5], 'begin': '10:30AM', 'end': '11:20AM', 'building': 'SH', 'room': '208', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Theriault']}]",[],History
79212,"Nationalism, Diplomacy and the Origins of the First World War",6.0,"[{'times': [{'days': [1, 3, 5], 'begin': '09:30AM', 'end': '10:20AM', 'building': 'PH', 'room': 'A21', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Weigel']}]",[],History
79217,The War in Vietnam,6.0,"[{'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PH', 'room': '226C', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Keller']}]",[],History
79221,Development and Democracy in Latin America,9.0,"[{'times': [{'days': [0, 2], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'CMB', 'room': '2147', 'location': 'Doha, Qatar'}], 'name': 'W', 'instructors': ['JACOBSON']}]",[],History
79229,"Origins of the Arab-Israeli Conflict, 1880-1948",9.0,"[{'times': [{'days': [1, 3], 'begin': '12:00PM', 'end': '01:20PM', 'building': 'BH', 'room': '237B', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Eisenberg']}]",[],History
79236,"Coming to America: The View from New York City, Past and Present",6.0,"[{'times': [{'days': [1, 3], 'begin': '06:30PM', 'end': '07:50PM', 'building': 'BH', 'room': '255A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Oren']}]",[],History
79240,Development of American Culture,9.0,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PH', 'room': '226A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Tetrault']}]",[],History
79245,Capitalism and Individualism in American Culture,9.0,"[{'times': [{'days': [2, 4], 'begin': '10:30AM', 'end': '11:50AM', 'building': 'PH', 'room': 'A18C', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Sandage']}]",[],History
79250,Running for President: Campaigns & Elections in History of American Presidency,9.0,"[{'times': [{'days': [2, 4], 'begin': '12:00PM', 'end': '01:20PM', 'building': 'PH', 'room': '226C', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Allen']}]",[],History
79254,1968: The Year Everything Changed (in the U.S. and around the world),9.0,"[{'times': [{'days': [1, 3, 5], 'begin': '11:30AM', 'end': '12:20PM', 'building': 'PH', 'room': '226A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['McGee']}]",[],History
79259,France During World War II,9.0,"[{'times': [{'days': [2, 4], 'begin': '10:30AM', 'end': '11:50AM', 'building': 'BH', 'room': '246A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Lynch']}]",[],History
79261,"The Last Emperors: Chinese History and Society, 1600-1900",9.0,"[{'times': [{'days': [1, 3], 'begin': '12:00PM', 'end': '01:20PM', 'building': 'PH', 'room': 'A20', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Weiner']}]",[],History
79263,Mao and the Chinese Cultural Revolution,9.0,"[{'times': [{'days': [1, 3], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PH', 'room': 'A22', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Weiner']}]",[],History
79265,Russian History: From the First to the Last Tsar,9.0,"[{'times': [{'days': [1, 3], 'begin': '09:00AM', 'end': '10:20AM', 'building': 'CFA', 'room': '102', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Storella']}]",[],History
79270,Anti-Judaism and Antisemitism in Europe: From the Middle Ages to the Present,6.0,"[{'times': [{'days': [2, 4], 'begin': '12:00PM', 'end': '01:20PM', 'building': 'WEH', 'room': '5328', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Friedman']}]",[],History
79276,Beyond the Border,6.0,"[{'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PH', 'room': '126A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Eiss']}]",[],History
79277,"From Venice to Chicago: How the ""Ghetto"" Came to America and Became Black",6.0,"[{'times': [{'days': [1, 3], 'begin': '10:30AM', 'end': '11:50AM', 'building': 'WEH', 'room': '4625', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Oren']}]",[],History
79279,"Comparative Study of Nationalism Case Studies: USA, Arabia, South Africa",9.0,"[{'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'CMB', 'room': '1199', 'location': 'Doha, Qatar'}], 'name': 'W', 'instructors': ['Kaba']}]",[],History
79288,"Bananas, Baseball, and Borders: Latin America and the United States",9.0,"[{'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PH', 'room': 'A22', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Soluri']}]",[],History
79294,Islam on the Main Street in the West since the 18th Century,9.0,"[{'times': [{'days': [1, 3], 'begin': '04:30PM', 'end': '05:50PM', 'building': 'CMB', 'room': '2147', 'location': 'Doha, Qatar'}], 'name': 'W', 'instructors': ['Kaba']}]",[],History
79296,Religion in American Politics,6.0,"[{'times': [{'days': [1, 3], 'begin': '12:00PM', 'end': '01:20PM', 'building': 'CFA', 'room': '102', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Gilchrist']}]",[],History
79299,"From Newton to the Nuclear Bomb: History of Science, 1750-1950",9.0,"[{'times': [{'days': [2, 4], 'begin': '09:00AM', 'end': '10:20AM', 'building': 'WEH', 'room': '5421', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Phillips']}]",[],History
79300,History of American Public Policy,9.0,"[{'times': [{'days': [2, 4], 'begin': '10:30AM', 'end': '11:50AM', 'building': 'PH', 'room': '226A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Aronson']}]",[],History
79308,Crime and Justice in American Film,9.0,"[{'times': [{'days': [2, 4], 'begin': '12:00PM', 'end': '01:20PM', 'building': 'SH', 'room': '219', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Hinkelman']}]",[],History
79310,Modern U. S. Business History: 1870 to the Present,9.0,"[{'times': [{'days': [1, 3, 5], 'begin': '09:30AM', 'end': '10:20AM', 'building': 'WEH', 'room': '4625', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['McGee']}]",[],History
79311,PaleoKitchen: Food and Cooking in the Ancient World,6.0,"[{'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PH', 'room': '226B', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A1', 'instructors': ['Herckis']}]",[],History
79315,"The Politics of Water: Global Controversies, Past and Present",9.0,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PH', 'room': 'A22', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Owen']}]",[],History
79316,"Photography, the First 100 Years, 1839-1939",9.0,"[{'times': [{'days': [2], 'begin': '06:30PM', 'end': '09:20PM', 'building': 'SH', 'room': '208', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Oresick']}]",[],History
79317,"Art, Anthropology, and Empire",9.0,"[{'times': [{'days': [1, 3], 'begin': '09:00AM', 'end': '10:20AM', 'building': 'BH', 'room': '235A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Eiss']}]",[],History
79318,Sustainable Social Change: History and Practice,9.0,"[{'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'DH', 'room': '1217', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Slate']}]",[],History
79327,Modern Girlhood: Historical and Contemporary Perspectives,6.0,"[{'times': [{'days': [1, 3], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'DH', 'room': '1209', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Hagan']}]",[],History
79330,Medicine and Society,9.0,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PH', 'room': '226B', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Phillips']}]",[],History
79331,Body Politics: Women and Health in America,9.0,"[{'times': [{'days': [2, 4], 'begin': '10:30AM', 'end': '11:50AM', 'building': 'WEH', 'room': '4623', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Tetrault']}]",[],History
79333,"Sex, Gender & Anthropology",9.0,"[{'times': [{'days': [2, 4], 'begin': '12:00PM', 'end': '01:20PM', 'building': 'PH', 'room': 'A19', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Alfonso-Wells']}]",[],History
79347,European Society & Culture Between and After the Two Great Wars of 20th Century,9.0,"[{'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'BH', 'room': 'A60N', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Kats']}]",[],History
79352,"Christianity Divided: The Protestant and Catholic Reformations, 1450-1650",9.0,"[{'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'BH', 'room': '237B', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Creasman']}]",[],History
79359,"Truth, Propaganda, and ""Alternative Facts"": A Historical Inquiry",9.0,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'BH', 'room': '255A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Aronson']}]",[],History
79367,Disastrous Encounters,9.0,"[{'times': [{'days': [0, 2], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'CMB', 'room': '1190', 'location': 'Doha, Qatar'}], 'name': 'W', 'instructors': ['Reilly']}]",[],History
79372,"Cities, Technology, and the Environment",6.0,"[{'times': [{'days': [1, 3], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'PH', 'room': '226B', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A2', 'instructors': ['Tarr']}]",[],History
79395,The Arts in Pittsburgh,9.0,"[{'times': [{'days': [1], 'begin': '06:30PM', 'end': '09:20PM', 'building': 'PH', 'room': 'A22', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Kats']}, {'times': [{'days': [4], 'begin': '06:30PM', 'end': '09:20PM', 'building': 'PH', 'room': 'A22', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Kats']}]",[],History
79418,Introduction to Russian Culture: 19th Century Russian Masterpieces,9.0,"[{'times': [{'days': [2, 4], 'begin': '01:30PM', 'end': '02:50PM', 'building': 'WEH', 'room': '4709', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Gershkovich']}]",[],History
79420,Historical Research Seminar,12.0,"[{'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'PH', 'room': 'A21A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Schlossman']}]",[],History
79449,EHPP Project Course,12.0,"[{'times': [{'days': [2, 4], 'begin': '03:00PM', 'end': '04:20PM', 'building': 'BH', 'room': 'A54', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Wenner']}]",[],History
79490,Language Enrichment,3.0,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Instructor TBA']}]",[],History
79491,Independent Study,3-18,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Trotter']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'B', 'instructors': ['Instructor TBA']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'C', 'instructors': ['Fields-Black']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'D', 'instructors': ['Goldman']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'E', 'instructors': ['Aronson']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'F', 'instructors': ['Creasman']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'G', 'instructors': ['Kats']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'H', 'instructors': ['Lynch']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'I', 'instructors': ['Grama']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'J', 'instructors': ['Instructor TBA']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'K', 'instructors': ['Instructor TBA']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'L', 'instructors': ['Eisenberg']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'M', 'instructors': ['Instructor TBA']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'N', 'instructors': ['Instructor TBA']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'O', 'instructors': ['Tarr']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'P', 'instructors': ['Schlossman']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'Q', 'instructors': ['Harsch']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'R', 'instructors': ['Eiss']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'S', 'instructors': ['Haggerty']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'SS', 'instructors': ['Instructor TBA']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'T', 'instructors': ['Sandage']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'U', 'instructors': ['Tetrault']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'UU', 'instructors': ['Instructor TBA']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'V', 'instructors': ['Slate']}, {'times': [{'days': None, 'begin': None, 'end': None, 'building': 'DNM', 'room': 'DNM', 'location': 'Doha, Qatar'}], 'name': 'W', 'instructors': ['Reilly']}]",[],History
79492,Faculty Research Assistant,9.0,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Instructor TBA']}]",[],History
79503,Senior Thesis I,9.0,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Instructor TBA']}]",[],History
79505,Internship: Social & Political History,3-12,"[{'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Instructor TBA']}]",[],History
79506,Global Studies Internship,"3,6,9","[{'times': [{'days': None, 'begin': None, 'end': None, 'building': None, 'room': None, 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Soluri']}]",[],History
79700,Method and Theory in Historical Studies,12.0,"[{'times': [{'days': [1], 'begin': '09:30AM', 'end': '12:20PM', 'building': 'BH', 'room': '246A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Creasman']}]",[],History
79702,Graduate Research Seminar II,12.0,"[{'times': [{'days': [2], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'BH', 'room': '246A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Lynch']}]",[],History
79703,Transnational Proseminar,12.0,"[{'times': [{'days': [1], 'begin': '04:30PM', 'end': '07:20PM', 'building': 'BH', 'room': '246A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Soluri']}]",[],History
79742,"Culture, Identity and Power",12.0,"[{'times': [{'days': [4], 'begin': '01:30PM', 'end': '04:20PM', 'building': 'BH', 'room': '246A', 'location': 'Pittsburgh, Pennsylvania'}], 'name': 'A', 'instructors': ['Sandage']}]",[],History
